alpha,lambda,validation_RMSE,validation_MAE,validation_MAPE,model
0.25,0.04369642536786669,5.616750015070985,4.333769749035207,9.818066803344264,Elastic Net
0.25,0.0398145553705802,5.6185647409891475,4.337313255760749,9.8267014899009,Elastic Net
0.25,0.036277540004970604,5.620320616320416,4.340635037197172,9.834796418451887,Elastic Net
0.25,0.03305474333601894,5.62189037130456,4.343839518097937,9.842857423558325,Elastic Net
0.25,0.030118251040737117,5.623549677112896,4.347207790498852,9.851080116981624,Elastic Net
0.25,0.027442628627656233,5.6250453050928755,4.350092370173662,9.858050951841625,Elastic Net
0.25,0.02500470113542908,5.62643626147854,4.352681094493919,9.864291605324649,Elastic Net
0.25,0.02278335240240166,5.627941170398452,4.35504896242946,9.869921941874052,Elastic Net
0.25,0.02075934216852275,5.629331507797736,4.357080839418468,9.874720301917291,Elastic Net
0.25,0.018915139425415686,5.630512451685403,4.35863905943592,9.878221805090577,Elastic Net
0.25,0.017234770571170507,5.632137673739185,4.360581926829074,9.88267289295788,Elastic Net
0.25,0.015703681054645844,5.633956855828542,4.362552419462702,9.887120413701513,Elastic Net
0.25,0.0143086093109097,5.634193898818197,4.362991900531419,9.888146036179396,Elastic Net
0.5,16.147406687630355,15.258711023231754,12.486372367142824,25.023249992882654,Elastic Net
0.5,14.712915581618951,14.725957724355057,12.041219884735082,24.150382578535755,Elastic Net
0.5,13.40586071184245,14.208177705110462,11.611380827911985,23.313444761587476,Elastic Net
0.5,12.214920994302721,13.60897312403899,11.118100805004307,22.37534088934914,Elastic Net
0.5,11.12978107890182,12.97713543748539,10.594649152705514,21.391838787455008,Elastic Net
0.5,10.141042002814206,12.33368917539589,10.063895298764336,20.399956258541188,Elastic Net
0.5,9.240139781167134,11.742169241899584,9.571108352869118,19.48460667916883,Elastic Net
0.5,8.41927122990062,11.2010953013942,9.110525345988709,18.62997882076549,Elastic Net
0.5,7.671326378320092,10.700042942609317,8.684551823831125,17.846687169109572,Elastic Net
0.5,6.989826885931589,10.248944693865724,8.299976009208613,17.14444758901945,Elastic Net
0.5,6.368869930155575,9.832865875815687,7.944182709170721,16.496044813376592,Elastic Net
0.5,5.803077078901617,9.437839915132407,7.603271352163015,15.873042704691823,Elastic Net
0.5,5.287547705162619,9.045237898265706,7.270428650178299,15.247857893255151,Elastic Net
0.5,4.817816540128103,8.678844736308191,6.961859458003963,14.663426120887626,Elastic Net
0.5,4.3898149971619125,8.349635858544321,6.681349890296939,14.132213418747455,Elastic Net
0.5,3.9998359316511567,8.055064741383648,6.434945186662507,13.668031722628255,Elastic Net
0.5,3.644501531493034,7.792263718109418,6.216684632683503,13.259172358364925,Elastic Net
0.5,3.3207340601023145,7.558614380964915,6.019806979562728,12.891539947764754,Elastic Net
0.5,3.0257291985294033,7.351208063140874,5.840842896985844,12.557320723895819,Elastic Net
0.5,2.756931755791162,7.16768878874941,5.679395644263018,12.255881699299758,Elastic Net
0.5,2.5120135370289898,7.005775293605926,5.53956819692016,11.996300297258957,Elastic Net
0.5,2.288853177798753,6.863114993010651,5.414271691065241,11.764267962118058,Elastic Net
0.5,2.085517769826808,6.734990056874785,5.2987659442303325,11.552747333694786,Elastic Net
0.5,1.9002461190832225,6.617714164061938,5.191076662580447,11.35578687235803,Elastic Net
0.5,1.7314334911616311,6.504618084127511,5.089412262116576,11.167748380545168,Elastic Net
0.5,1.5776177118374954,6.40600140471823,5.0011009308356495,11.004328956653282,Elastic Net
0.5,1.4374665024144642,6.325434959458177,4.9236880556539,10.850050986632573,Elastic Net
0.5,1.3097659401636554,6.254969888582777,4.855368658092798,10.711699467394393,Elastic Net
0.5,1.1934099439057113,6.193431509065627,4.795742552910657,10.590437199435037,Elastic Net
0.5,1.0873906936647595,6.139550256700893,4.743103101405401,10.482840734988537,Elastic Net
0.5,0.9907899014139159,6.092380032967043,4.695802217899752,10.38615312460108,Elastic Net
0.5,0.9027708573036975,6.051236072199675,4.654892419406906,10.301925103318139,Elastic Net
0.5,0.82257118248158,6.015064031646605,4.6187323268211244,10.227053637500147,Elastic Net
0.5,0.7494962257310935,5.9833903508984205,4.5876078157932865,10.162318347031535,Elastic Net
0.5,0.6829130467353001,5.955636241675265,4.560309316253465,10.105329310349571,Elastic Net
0.5,0.622244933850562,5.930657902218449,4.537033121880194,10.057673179409539,Elastic Net
0.5,0.5669664089061783,5.908031627922547,4.51591286014766,10.014533402136728,Elastic Net
0.5,0.5165986757638549,5.888138226089471,4.49736932514014,9.976441333607875,Elastic Net
0.5,0.470705473214606,5.870699011270257,4.48066158202001,9.94199418997612,Elastic Net
0.5,0.428889296292866,5.853320832210957,4.464304569008558,9.909266107284266,Elastic Net
0.5,0.39078795327864047,5.829362819316006,4.447119642325606,9.88638175105164,Elastic Net
0.5,0.3560714285660971,5.801145848036032,4.426586408734103,9.856905850858837,Elastic Net
0.5,0.3244390242262645,5.7689723186640265,4.402296938955078,9.819409956976514,Elastic Net
0.5,0.2956167555054232,5.7398221845202855,4.37997359948182,9.78691629220407,Elastic Net
0.5,0.26935497770024014,5.715802599571416,4.3616694760244314,9.76083551919103,Elastic Net
0.5,0.24542622385477694,5.69571815131809,4.347470366147581,9.742431858954088,Elastic Net
0.5,0.22362323455053562,5.678937600485402,4.335440439692622,9.727195222016386,Elastic Net
0.5,0.2037571627245265,5.664986957114862,4.324904136157633,9.713975638623536,Elastic Net
0.5,0.1856559379663518,5.653425845598897,4.31718725485745,9.704785614200881,Elastic Net
0.5,0.16916277612662742,5.643910965369177,4.310512892040316,9.69764159387874,Elastic Net
0.5,0.15413482132768533,5.635182568304475,4.3052320070003,9.69372148470166,Elastic Net
0.5,0.14044190861430225,5.627601063026636,4.301498738935741,9.692013176527238,Elastic Net
0.5,0.12796543652712733,5.6215651443186525,4.299538084580452,9.693338630173296,Elastic Net
